,tweet_id,source,text,rating_numerator,rating_denominator,name,year,time,month,day,breed,jpg_url,prediction_1,confidence_1,confidence_result_1,prediction_2,confidence_2,confidence_result_2,prediction_3,confidence_3,confidence_result_3,retweet_count,favorite_count
0,892177421306343426,Twitter for iPhone,"This is Tilly. She's just checking pup on you. Hopes you're doing ok. If not, she's available for pats, snugs, boops, the whole bit. ",13,10,Tilly,2017,00:17:27,8,1,   ,https://pbs.twimg.com/media/DGGmoV4XsAAUL6n.jpg,Chihuahua,0.323581,True,Pekinese,0.0906465,True,Papillon,0.0689569,True,6514,33819
1,891815181378084864,Twitter for iPhone,This is Archie. He is a rare Norwegian Pouncing Corgo. Lives in the tall grass. You never know when one may strike. ,12,10,Archie,2017,00:18:03,7,31,   ,https://pbs.twimg.com/media/DGBdLU1WsAANxJ9.jpg,Chihuahua,0.716012,True,Malamute,0.078253,True,Kelpie,0.0313789,True,4328,25461
2,891327558926688256,Twitter for iPhone,"This is Franklin. He would like you to stop calling him ""cute."" He is a very fierce shark and should be respected as such. ",12,10,Franklin,2017,16:00:24,7,29,   ,https://pbs.twimg.com/media/DF6hr6BUMAAzZgT.jpg,Basset,0.555712,True,English_Springer,0.2257699999999999,True,German_Short-Haired_Pointer,0.175219,True,9774,41048
3,890729181411237888,Twitter for iPhone,When you watch your owner call another dog a good boy but then they turn back to you and say you're a great boy. ,13,10,,2017,00:22:40,7,28,   ,https://pbs.twimg.com/media/DFyBahAVwAAhUTd.jpg,Pomeranian,0.566142,True,Eskimo_Dog,0.1784059999999999,True,Pembroke,0.0765069,True,16716,56848
4,890609185150312448,Twitter for iPhone,This is Zoey. She doesn't want to be one of the scary sharks. Just wants to be a snuggly pettable boatpet. ,13,10,Zoey,2017,16:25:51,7,27,   ,https://pbs.twimg.com/media/DFwUU__XcAEpyXI.jpg,Irish_Terrier,0.4875739999999999,True,Irish_Setter,0.193054,True,Chesapeake_Bay_Retriever,0.118184,True,4429,28226
5,890240255349198849,Twitter for iPhone,This is Cassie. She is a college pup. Studying international doggo communication and stick theory. ,14,10,Cassie,2017,15:59:51,7,26,doggo   ,https://pbs.twimg.com/media/DFrEyVuW0AAO3t9.jpg,Pembroke,0.511319,True,Cardigan,0.451038,True,Chihuahua,0.0292482,True,7711,32467
6,890006608113172480,Twitter for iPhone,This is Koda. He is a South Australian deckshark. Deceptively deadly. Frighteningly majestic. ,13,10,Koda,2017,00:31:25,7,26,   ,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,Samoyed,0.957979,True,Pomeranian,0.0138835,True,Chow,0.00816748,True,7624,31166
7,889665388333682689,Twitter for iPhone,Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. ,13,10,,2017,01:55:32,7,25,  puppo ,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,Pembroke,0.966327,True,Cardigan,0.0273557,True,Basenji,0.00463323,True,8538,38818
8,889638837579907072,Twitter for iPhone,This is Ted. He does his best. Sometimes that's not enough. But it's ok. ,12,10,Ted,2017,00:10:02,7,25,   ,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,French_Bulldog,0.99165,True,Boxer,0.00212864,True,Staffordshire_Bullterrier,0.00149818,True,4735,27672
9,889531135344209921,Twitter for iPhone,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. ,13,10,Stuart,2017,17:02:04,7,24,  puppo ,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,Golden_Retriever,0.953442,True,Labrador_Retriever,0.0138341,True,Redbone,0.00795775,True,2321,15359
10,889278841981685760,Twitter for iPhone,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. ,13,10,Oliver,2017,00:19:32,7,24,   ,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,Whippet,0.626152,True,Borzoi,0.194742,True,Saluki,0.0273507,True,5637,25652
11,888917238123831296,Twitter for iPhone,This is Jim. He found a fren. Taught him how to sit like the good boys. ,12,10,Jim,2017,00:22:39,7,23,   ,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,Golden_Retriever,0.714719,True,Tibetan_Mastiff,0.1201839999999999,True,Labrador_Retriever,0.1055059999999999,True,4709,29611
12,888804989199671297,Twitter for iPhone,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. ,13,10,Zeke,2017,16:56:37,7,22,   ,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,Golden_Retriever,0.46976,True,Labrador_Retriever,0.184172,True,English_Setter,0.0734817,True,4559,26080
13,888554962724278272,Twitter for iPhone,This is Ralphus. He's powering up. Attempting maximum borkdrive. ,13,10,Ralphus,2017,00:23:06,7,22,   ,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,Siberian_Husky,0.700377,True,Eskimo_Dog,0.166511,True,Malamute,0.111411,True,3732,20290
14,888078434458587136,Twitter for iPhone,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. ,12,10,Gerald,2017,16:49:33,7,20,   ,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,French_Bulldog,0.995026,True,Pug,0.000931908,True,Bull_Mastiff,0.000903211,True,3653,22201
15,887705289381826560,Twitter for iPhone,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. ,13,10,Jeffrey,2017,16:06:48,7,19,   ,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,Basset,0.821664,True,Redbone,0.0875815,True,Weimaraner,0.0262364,True,5609,30779
16,887101392804085760,Twitter for iPhone,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... ,12,10,,2017,00:07:08,7,18,   ,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,Samoyed,0.733942,True,Eskimo_Dog,0.0350295,True,Staffordshire_Bullterrier,0.0297047,True,6167,31061
